path,type,size_mb,reason,delete_command
result/phase_next_pedestrian_augmented_network_20260514_120515/tls_creation_candidates.csv,file,0.10,obsolete intermediate result,"rm -f ""result/phase_next_pedestrian_augmented_network_20260514_120515/tls_creation_candidates.csv"""
result/phase_next_pedestrian_augmented_network_20260514_120721/tls_creation_candidates.csv,file,0.10,obsolete intermediate result,"rm -f ""result/phase_next_pedestrian_augmented_network_20260514_120721/tls_creation_candidates.csv"""
result/phase_next_pedestrian_augmented_network_20260514_120939/tls_creation_candidates.csv,file,0.10,obsolete intermediate result,"rm -f ""result/phase_next_pedestrian_augmented_network_20260514_120939/tls_creation_candidates.csv"""
result/phase_next_pedestrian_augmented_network_20260514_113417/tls_creation_candidates.csv,file,0.10,obsolete intermediate result,"rm -f ""result/phase_next_pedestrian_augmented_network_20260514_113417/tls_creation_candidates.csv"""
result/phase_next_pedestrian_augmented_network_20260514_113609/tls_creation_candidates.csv,file,0.10,obsolete intermediate result,"rm -f ""result/phase_next_pedestrian_augmented_network_20260514_113609/tls_creation_candidates.csv"""
result/phase_next_pedestrian_augmented_network_20260514_120304/tls_creation_candidates.csv,file,0.10,obsolete intermediate result,"rm -f ""result/phase_next_pedestrian_augmented_network_20260514_120304/tls_creation_candidates.csv"""
result/phase6_recovery_smoke_smart_20260514_220549/phase6_smoke_smart_debug_trace.csv,file,0.10,debug trace,"rm -f ""result/phase6_recovery_smoke_smart_20260514_220549/phase6_smoke_smart_debug_trace.csv"""
result/phase_next_multi_crosswalk_recovery_20260514_015058/recovery_candidate_pool.csv,file,0.09,obsolete intermediate result,"rm -f ""result/phase_next_multi_crosswalk_recovery_20260514_015058/recovery_candidate_pool.csv"""
result/t2_generated_crosswalks_20260513_185330/generated_crossings.con.xml,file,0.09,obsolete intermediate result,"rm -f ""result/t2_generated_crosswalks_20260513_185330/generated_crossings.con.xml"""
result/t2_generated_crosswalks_20260513_221249/generated_crossings.con.xml,file,0.09,obsolete intermediate result,"rm -f ""result/t2_generated_crosswalks_20260513_221249/generated_crossings.con.xml"""
result/phase_next_pedestrian_augmented_network_20260514_120939/network_load_validation.csv,file,0.07,obsolete intermediate result,"rm -f ""result/phase_next_pedestrian_augmented_network_20260514_120939/network_load_validation.csv"""
result/phase_next_pedestrian_augmented_network_20260514_120515/network_load_validation.csv,file,0.07,obsolete intermediate result,"rm -f ""result/phase_next_pedestrian_augmented_network_20260514_120515/network_load_validation.csv"""
result/phase_next_pedestrian_augmented_network_20260514_120721/network_load_validation.csv,file,0.07,obsolete intermediate result,"rm -f ""result/phase_next_pedestrian_augmented_network_20260514_120721/network_load_validation.csv"""
result/phase_next_pedestrian_augmented_network_20260514_113417/network_load_validation.csv,file,0.07,obsolete intermediate result,"rm -f ""result/phase_next_pedestrian_augmented_network_20260514_113417/network_load_validation.csv"""
result/phase_next_pedestrian_augmented_network_20260514_113609/network_load_validation.csv,file,0.07,obsolete intermediate result,"rm -f ""result/phase_next_pedestrian_augmented_network_20260514_113609/network_load_validation.csv"""
result/phase_next_pedestrian_augmented_network_20260514_120304/network_load_validation.csv,file,0.07,obsolete intermediate result,"rm -f ""result/phase_next_pedestrian_augmented_network_20260514_120304/network_load_validation.csv"""
result/phase_next_pedestrian_augmented_network_20260514_113008/network_load_validation.csv,file,0.07,obsolete intermediate result,"rm -f ""result/phase_next_pedestrian_augmented_network_20260514_113008/network_load_validation.csv"""
result/phase_next_pedestrian_augmented_network_20260514_113147/network_load_validation.csv,file,0.07,obsolete intermediate result,"rm -f ""result/phase_next_pedestrian_augmented_network_20260514_113147/network_load_validation.csv"""
result/phase_next_top20_crosswalk_recovery_20260514_021229/all_ranked_candidates.csv,file,0.06,obsolete intermediate result,"rm -f ""result/phase_next_top20_crosswalk_recovery_20260514_021229/all_ranked_candidates.csv"""
result/phase_next_max_recovery_20260514_194109/geometry_recovery_candidates.csv,file,0.06,obsolete intermediate result,"rm -f ""result/phase_next_max_recovery_20260514_194109/geometry_recovery_candidates.csv"""
result/phase_next_tierwise_expansion_20260514_125338/geometry_reject_or_manual_hold.csv,file,0.06,obsolete intermediate result,"rm -f ""result/phase_next_tierwise_expansion_20260514_125338/geometry_reject_or_manual_hold.csv"""
result/phase_next_tierwise_expansion_20260514_125436/geometry_reject_or_manual_hold.csv,file,0.06,obsolete intermediate result,"rm -f ""result/phase_next_tierwise_expansion_20260514_125436/geometry_reject_or_manual_hold.csv"""
result/phase_next_junction_factory_20260514_024017/__pycache__/run_junction_factory.cpython-312.pyc,file,0.05,obsolete intermediate result,"rm -f ""result/phase_next_junction_factory_20260514_024017/__pycache__/run_junction_factory.cpython-312.pyc"""
result/phase_next_pedestrian_augmented_network_20260514_120939/_phase6_smoke/122/personsummary.xml,file,0.05,obsolete intermediate result,"rm -f ""result/phase_next_pedestrian_augmented_network_20260514_120939/_phase6_smoke/122/personsummary.xml"""
result/phase_next_pedestrian_augmented_network_20260514_120939/_phase6_smoke/374/personsummary.xml,file,0.05,obsolete intermediate result,"rm -f ""result/phase_next_pedestrian_augmented_network_20260514_120939/_phase6_smoke/374/personsummary.xml"""
result/phase_next_pedestrian_augmented_network_20260514_120939/_phase6_smoke/503/personsummary.xml,file,0.05,obsolete intermediate result,"rm -f ""result/phase_next_pedestrian_augmented_network_20260514_120939/_phase6_smoke/503/personsummary.xml"""
result/phase_next_pedestrian_augmented_network_20260514_120939/_phase6_smoke/608/personsummary.xml,file,0.05,obsolete intermediate result,"rm -f ""result/phase_next_pedestrian_augmented_network_20260514_120939/_phase6_smoke/608/personsummary.xml"""
result/phase_next_pedestrian_augmented_network_20260514_120939/_phase6_smoke/771/personsummary.xml,file,0.05,obsolete intermediate result,"rm -f ""result/phase_next_pedestrian_augmented_network_20260514_120939/_phase6_smoke/771/personsummary.xml"""
result/phase_next_pedestrian_augmented_network_20260514_120939/_phase6_smoke/780/personsummary.xml,file,0.05,obsolete intermediate result,"rm -f ""result/phase_next_pedestrian_augmented_network_20260514_120939/_phase6_smoke/780/personsummary.xml"""
result/phase_next_pedestrian_augmented_network_20260514_120939/_phase6_smoke/786/personsummary.xml,file,0.05,obsolete intermediate result,"rm -f ""result/phase_next_pedestrian_augmented_network_20260514_120939/_phase6_smoke/786/personsummary.xml"""
result/phase_next_pedestrian_augmented_network_20260514_120939/_phase6_smoke/88/personsummary.xml,file,0.05,obsolete intermediate result,"rm -f ""result/phase_next_pedestrian_augmented_network_20260514_120939/_phase6_smoke/88/personsummary.xml"""
result/phase_next_pedestrian_augmented_network_20260514_120939/_phase6_smoke/89/personsummary.xml,file,0.05,obsolete intermediate result,"rm -f ""result/phase_next_pedestrian_augmented_network_20260514_120939/_phase6_smoke/89/personsummary.xml"""
result/phase_next_pedestrian_augmented_network_20260514_120939/_phase6_smoke/90/personsummary.xml,file,0.05,obsolete intermediate result,"rm -f ""result/phase_next_pedestrian_augmented_network_20260514_120939/_phase6_smoke/90/personsummary.xml"""
result/junggu_osm_network_20260513_184417/network_validation.csv,file,0.05,obsolete intermediate result,"rm -f ""result/junggu_osm_network_20260513_184417/network_validation.csv"""
result/phase_next_real_csv_generation_samples_20260514_104959/run_real_csv_generation_samples.py,file,0.05,obsolete intermediate result,"rm -f ""result/phase_next_real_csv_generation_samples_20260514_104959/run_real_csv_generation_samples.py"""
result/phase_next_max_recovery_20260514_194109/phase6_ready_candidates_total_updated.csv,file,0.04,obsolete intermediate result,"rm -f ""result/phase_next_max_recovery_20260514_194109/phase6_ready_candidates_total_updated.csv"""
result/phase_next_pedestrian_augmented_network_20260514_113417/manual_review_candidates.csv,file,0.04,obsolete intermediate result,"rm -f ""result/phase_next_pedestrian_augmented_network_20260514_113417/manual_review_candidates.csv"""
result/phase_next_pedestrian_augmented_network_20260514_113609/manual_review_candidates.csv,file,0.04,obsolete intermediate result,"rm -f ""result/phase_next_pedestrian_augmented_network_20260514_113609/manual_review_candidates.csv"""
result/phase_next_pedestrian_augmented_network_20260514_120304/manual_review_candidates.csv,file,0.04,obsolete intermediate result,"rm -f ""result/phase_next_pedestrian_augmented_network_20260514_120304/manual_review_candidates.csv"""
result/phase_next_pedestrian_augmented_network_20260514_120515/manual_review_candidates.csv,file,0.04,obsolete intermediate result,"rm -f ""result/phase_next_pedestrian_augmented_network_20260514_120515/manual_review_candidates.csv"""
result/phase_next_pedestrian_augmented_network_20260514_120721/manual_review_candidates.csv,file,0.04,obsolete intermediate result,"rm -f ""result/phase_next_pedestrian_augmented_network_20260514_120721/manual_review_candidates.csv"""
result/phase_next_pedestrian_augmented_network_20260514_120939/manual_review_candidates.csv,file,0.04,obsolete intermediate result,"rm -f ""result/phase_next_pedestrian_augmented_network_20260514_120939/manual_review_candidates.csv"""
result/phase_next_junction_factory_20260514_024017/run_junction_factory.py,file,0.04,obsolete intermediate result,"rm -f ""result/phase_next_junction_factory_20260514_024017/run_junction_factory.py"""
result/phase_next_tierwise_expansion_continue_20260514_135146/phase6_ready_candidates_total.csv,file,0.04,obsolete intermediate result,"rm -f ""result/phase_next_tierwise_expansion_continue_20260514_135146/phase6_ready_candidates_total.csv"""
result/phase_next_tierwise_expansion_continue_20260514_134922/phase6_ready_candidates_total.csv,file,0.03,obsolete intermediate result,"rm -f ""result/phase_next_tierwise_expansion_continue_20260514_134922/phase6_ready_candidates_total.csv"""
result/phase_next_pedestrian_augmented_network_20260514_112945/explicit_crossing_patch_candidates.csv,file,0.03,obsolete intermediate result,"rm -f ""result/phase_next_pedestrian_augmented_network_20260514_112945/explicit_crossing_patch_candidates.csv"""
result/phase_next_pedestrian_augmented_network_20260514_113008/explicit_crossing_patch_candidates.csv,file,0.03,obsolete intermediate result,"rm -f ""result/phase_next_pedestrian_augmented_network_20260514_113008/explicit_crossing_patch_candidates.csv"""
result/phase_next_pedestrian_augmented_network_20260514_113147/explicit_crossing_patch_candidates.csv,file,0.03,obsolete intermediate result,"rm -f ""result/phase_next_pedestrian_augmented_network_20260514_113147/explicit_crossing_patch_candidates.csv"""
result/phase_next_pedestrian_augmented_network_20260514_113417/explicit_crossing_patch_candidates.csv,file,0.03,obsolete intermediate result,"rm -f ""result/phase_next_pedestrian_augmented_network_20260514_113417/explicit_crossing_patch_candidates.csv"""
result/phase_next_pedestrian_augmented_network_20260514_113609/explicit_crossing_patch_candidates.csv,file,0.03,obsolete intermediate result,"rm -f ""result/phase_next_pedestrian_augmented_network_20260514_113609/explicit_crossing_patch_candidates.csv"""
result/phase_next_pedestrian_augmented_network_20260514_120304/explicit_crossing_patch_candidates.csv,file,0.03,obsolete intermediate result,"rm -f ""result/phase_next_pedestrian_augmented_network_20260514_120304/explicit_crossing_patch_candidates.csv"""
result/phase_next_pedestrian_augmented_network_20260514_120515/explicit_crossing_patch_candidates.csv,file,0.03,obsolete intermediate result,"rm -f ""result/phase_next_pedestrian_augmented_network_20260514_120515/explicit_crossing_patch_candidates.csv"""
result/phase_next_pedestrian_augmented_network_20260514_120721/explicit_crossing_patch_candidates.csv,file,0.03,obsolete intermediate result,"rm -f ""result/phase_next_pedestrian_augmented_network_20260514_120721/explicit_crossing_patch_candidates.csv"""
result/phase_next_pedestrian_augmented_network_20260514_120939/explicit_crossing_patch_candidates.csv,file,0.03,obsolete intermediate result,"rm -f ""result/phase_next_pedestrian_augmented_network_20260514_120939/explicit_crossing_patch_candidates.csv"""
result/phase_next_tierwise_expansion_continue_20260514_134922/tls_creation_batch_results.csv,file,0.03,obsolete intermediate result,"rm -f ""result/phase_next_tierwise_expansion_continue_20260514_134922/tls_creation_batch_results.csv"""
result/phase_next_tierwise_expansion_continue_20260514_135146/tls_creation_batch_results.csv,file,0.03,obsolete intermediate result,"rm -f ""result/phase_next_tierwise_expansion_continue_20260514_135146/tls_creation_batch_results.csv"""
result/phase6_smoke_baseline_20260514_220549/sumo_nets/integrated_selected/netconvert.log,file,0.03,obsolete intermediate result,"rm -f ""result/phase6_smoke_baseline_20260514_220549/sumo_nets/integrated_selected/netconvert.log"""
result/phase_next_pedestrian_augmented_network_20260514_112945/tls_creation_node_patch_candidates.csv,file,0.02,obsolete intermediate result,"rm -f ""result/phase_next_pedestrian_augmented_network_20260514_112945/tls_creation_node_patch_candidates.csv"""
result/phase_next_pedestrian_augmented_network_20260514_113008/tls_creation_node_patch_candidates.csv,file,0.02,obsolete intermediate result,"rm -f ""result/phase_next_pedestrian_augmented_network_20260514_113008/tls_creation_node_patch_candidates.csv"""
result/phase_next_pedestrian_augmented_network_20260514_113147/tls_creation_node_patch_candidates.csv,file,0.02,obsolete intermediate result,"rm -f ""result/phase_next_pedestrian_augmented_network_20260514_113147/tls_creation_node_patch_candidates.csv"""
result/phase_next_pedestrian_augmented_network_20260514_113417/tls_creation_node_patch_candidates.csv,file,0.02,obsolete intermediate result,"rm -f ""result/phase_next_pedestrian_augmented_network_20260514_113417/tls_creation_node_patch_candidates.csv"""
result/phase_next_pedestrian_augmented_network_20260514_113609/tls_creation_node_patch_candidates.csv,file,0.02,obsolete intermediate result,"rm -f ""result/phase_next_pedestrian_augmented_network_20260514_113609/tls_creation_node_patch_candidates.csv"""
result/phase_next_pedestrian_augmented_network_20260514_120304/tls_creation_node_patch_candidates.csv,file,0.02,obsolete intermediate result,"rm -f ""result/phase_next_pedestrian_augmented_network_20260514_120304/tls_creation_node_patch_candidates.csv"""
result/phase_next_pedestrian_augmented_network_20260514_120515/tls_creation_node_patch_candidates.csv,file,0.02,obsolete intermediate result,"rm -f ""result/phase_next_pedestrian_augmented_network_20260514_120515/tls_creation_node_patch_candidates.csv"""
result/phase_next_pedestrian_augmented_network_20260514_120721/tls_creation_node_patch_candidates.csv,file,0.02,obsolete intermediate result,"rm -f ""result/phase_next_pedestrian_augmented_network_20260514_120721/tls_creation_node_patch_candidates.csv"""
result/phase_next_pedestrian_augmented_network_20260514_120939/tls_creation_node_patch_candidates.csv,file,0.02,obsolete intermediate result,"rm -f ""result/phase_next_pedestrian_augmented_network_20260514_120939/tls_creation_node_patch_candidates.csv"""
result/phase511_netedit_119055_20260514_003850/__pycache__/phase511_netedit_validation_after_save.cpython-312.pyc,file,0.02,obsolete intermediate result,"rm -f ""result/phase511_netedit_119055_20260514_003850/__pycache__/phase511_netedit_validation_after_save.cpython-312.pyc"""
result/phase_next_tierwise_expansion_continue_20260514_134922/tls_creation_promoted_candidates.csv,file,0.02,obsolete intermediate result,"rm -f ""result/phase_next_tierwise_expansion_continue_20260514_134922/tls_creation_promoted_candidates.csv"""
result/phase_next_tierwise_expansion_continue_20260514_135146/tls_creation_promoted_candidates.csv,file,0.02,obsolete intermediate result,"rm -f ""result/phase_next_tierwise_expansion_continue_20260514_135146/tls_creation_promoted_candidates.csv"""
result/phase_next_tierwise_expansion_20260514_125436/post_augmented_signal_audit.csv,file,0.02,obsolete intermediate result,"rm -f ""result/phase_next_tierwise_expansion_20260514_125436/post_augmented_signal_audit.csv"""
result/phase_next_tierwise_expansion_20260514_125436/tierwise_tls_creation_results.csv,file,0.02,obsolete intermediate result,"rm -f ""result/phase_next_tierwise_expansion_20260514_125436/tierwise_tls_creation_results.csv"""
result/phase_next_pedestrian_augmented_network_20260514_113417/geometry_reject_candidates.csv,file,0.02,obsolete intermediate result,"rm -f ""result/phase_next_pedestrian_augmented_network_20260514_113417/geometry_reject_candidates.csv"""
result/phase_next_pedestrian_augmented_network_20260514_113609/geometry_reject_candidates.csv,file,0.02,obsolete intermediate result,"rm -f ""result/phase_next_pedestrian_augmented_network_20260514_113609/geometry_reject_candidates.csv"""
result/phase_next_pedestrian_augmented_network_20260514_120304/geometry_reject_candidates.csv,file,0.02,obsolete intermediate result,"rm -f ""result/phase_next_pedestrian_augmented_network_20260514_120304/geometry_reject_candidates.csv"""
result/phase_next_tierwise_expansion_20260514_125436/tls_creation_results.csv,file,0.02,obsolete intermediate result,"rm -f ""result/phase_next_tierwise_expansion_20260514_125436/tls_creation_results.csv"""
result/phase_next_multi_crosswalk_recovery_20260514_015058/02_recover_top5.py,file,0.02,obsolete intermediate result,"rm -f ""result/phase_next_multi_crosswalk_recovery_20260514_015058/02_recover_top5.py"""
result/phase_next_pedestrian_augmented_network_20260514_112945/tls_creation_node_patch.nod.xml,file,0.02,obsolete intermediate result,"rm -f ""result/phase_next_pedestrian_augmented_network_20260514_112945/tls_creation_node_patch.nod.xml"""
result/phase_next_pedestrian_augmented_network_20260514_113008/tls_creation_node_patch.nod.xml,file,0.02,obsolete intermediate result,"rm -f ""result/phase_next_pedestrian_augmented_network_20260514_113008/tls_creation_node_patch.nod.xml"""
result/phase_next_pedestrian_augmented_network_20260514_113147/tls_creation_node_patch.nod.xml,file,0.02,obsolete intermediate result,"rm -f ""result/phase_next_pedestrian_augmented_network_20260514_113147/tls_creation_node_patch.nod.xml"""
result/phase_next_pedestrian_augmented_network_20260514_113417/tls_creation_node_patch.nod.xml,file,0.02,obsolete intermediate result,"rm -f ""result/phase_next_pedestrian_augmented_network_20260514_113417/tls_creation_node_patch.nod.xml"""
result/phase_next_pedestrian_augmented_network_20260514_113609/tls_creation_node_patch.nod.xml,file,0.02,obsolete intermediate result,"rm -f ""result/phase_next_pedestrian_augmented_network_20260514_113609/tls_creation_node_patch.nod.xml"""
result/phase_next_pedestrian_augmented_network_20260514_120304/tls_creation_node_patch.nod.xml,file,0.02,obsolete intermediate result,"rm -f ""result/phase_next_pedestrian_augmented_network_20260514_120304/tls_creation_node_patch.nod.xml"""
result/phase_next_pedestrian_augmented_network_20260514_120515/tls_creation_node_patch.nod.xml,file,0.02,obsolete intermediate result,"rm -f ""result/phase_next_pedestrian_augmented_network_20260514_120515/tls_creation_node_patch.nod.xml"""
result/phase_next_pedestrian_augmented_network_20260514_120721/tls_creation_node_patch.nod.xml,file,0.02,obsolete intermediate result,"rm -f ""result/phase_next_pedestrian_augmented_network_20260514_120721/tls_creation_node_patch.nod.xml"""
result/phase_next_pedestrian_augmented_network_20260514_120939/tls_creation_node_patch.nod.xml,file,0.02,obsolete intermediate result,"rm -f ""result/phase_next_pedestrian_augmented_network_20260514_120939/tls_creation_node_patch.nod.xml"""
result/phase_next_pedestrian_augmented_network_20260514_120515/geometry_reject_candidates.csv,file,0.02,obsolete intermediate result,"rm -f ""result/phase_next_pedestrian_augmented_network_20260514_120515/geometry_reject_candidates.csv"""
result/phase_next_pedestrian_augmented_network_20260514_120721/geometry_reject_candidates.csv,file,0.02,obsolete intermediate result,"rm -f ""result/phase_next_pedestrian_augmented_network_20260514_120721/geometry_reject_candidates.csv"""
result/phase_next_top20_crosswalk_recovery_20260514_021229/02_recover_top20.py,file,0.02,obsolete intermediate result,"rm -f ""result/phase_next_top20_crosswalk_recovery_20260514_021229/02_recover_top20.py"""
result/phase511_netedit_119055_20260514_003850/phase511_netedit_validation_after_save.py,file,0.02,obsolete intermediate result,"rm -f ""result/phase511_netedit_119055_20260514_003850/phase511_netedit_validation_after_save.py"""
result/phase_next_pedestrian_augmented_network_20260514_120939/geometry_reject_candidates.csv,file,0.01,obsolete intermediate result,"rm -f ""result/phase_next_pedestrian_augmented_network_20260514_120939/geometry_reject_candidates.csv"""
result/phase_next_tierwise_expansion_20260514_125338/post_augmented_signal_audit.csv,file,0.01,obsolete intermediate result,"rm -f ""result/phase_next_tierwise_expansion_20260514_125338/post_augmented_signal_audit.csv"""
result/phase_next_tierwise_expansion_20260514_125338/tierwise_tls_creation_results.csv,file,0.01,obsolete intermediate result,"rm -f ""result/phase_next_tierwise_expansion_20260514_125338/tierwise_tls_creation_results.csv"""
result/phase_next_tierwise_expansion_20260514_125436/next_phase6_experiment_candidates.csv,file,0.01,obsolete intermediate result,"rm -f ""result/phase_next_tierwise_expansion_20260514_125436/next_phase6_experiment_candidates.csv"""
result/phase_next_tierwise_expansion_20260514_125436/phase6_ready_candidates.csv,file,0.01,obsolete intermediate result,"rm -f ""result/phase_next_tierwise_expansion_20260514_125436/phase6_ready_candidates.csv"""
result/phase_next_multi_crosswalk_recovery_20260514_015058/01_find_candidates.py,file,0.01,obsolete intermediate result,"rm -f ""result/phase_next_multi_crosswalk_recovery_20260514_015058/01_find_candidates.py"""
result/phase510_119055_insert_split_20260514_002633/phase511_netedit_119055_manual_recovery.md,file,0.01,obsolete intermediate result,"rm -f ""result/phase510_119055_insert_split_20260514_002633/phase511_netedit_119055_manual_recovery.md"""
result/phase_next_pedestrian_augmented_network_20260514_120939/_phase6_smoke/640/personsummary.xml,file,0.01,obsolete intermediate result,"rm -f ""result/phase_next_pedestrian_augmented_network_20260514_120939/_phase6_smoke/640/personsummary.xml"""
result/phase_next_junction_factory_20260514_024017/red_only_phase_diagnosis.csv,file,0.01,obsolete intermediate result,"rm -f ""result/phase_next_junction_factory_20260514_024017/red_only_phase_diagnosis.csv"""
result/phase_next_top20_crosswalk_recovery_20260514_021229/01_select_top20_candidates.py,file,0.01,obsolete intermediate result,"rm -f ""result/phase_next_top20_crosswalk_recovery_20260514_021229/01_select_top20_candidates.py"""
result/phase_next_top20_crosswalk_recovery_20260514_021229/excluded_candidates_reason.csv,file,0.01,obsolete intermediate result,"rm -f ""result/phase_next_top20_crosswalk_recovery_20260514_021229/excluded_candidates_reason.csv"""
result/phase_next_pedestrian_augmented_network_20260514_120304/explicit_crossing_patch.nod.xml,file,0.01,obsolete intermediate result,"rm -f ""result/phase_next_pedestrian_augmented_network_20260514_120304/explicit_crossing_patch.nod.xml"""
result/phase_next_pedestrian_augmented_network_20260514_120515/explicit_crossing_patch.nod.xml,file,0.01,obsolete intermediate result,"rm -f ""result/phase_next_pedestrian_augmented_network_20260514_120515/explicit_crossing_patch.nod.xml"""
result/phase_next_pedestrian_augmented_network_20260514_120721/explicit_crossing_patch.nod.xml,file,0.01,obsolete intermediate result,"rm -f ""result/phase_next_pedestrian_augmented_network_20260514_120721/explicit_crossing_patch.nod.xml"""
result/phase_next_pedestrian_augmented_network_20260514_120939/explicit_crossing_patch.nod.xml,file,0.01,obsolete intermediate result,"rm -f ""result/phase_next_pedestrian_augmented_network_20260514_120939/explicit_crossing_patch.nod.xml"""
result/phase_next_tierwise_expansion_20260514_125338/post_augmented_crossing_audit.csv,file,0.01,obsolete intermediate result,"rm -f ""result/phase_next_tierwise_expansion_20260514_125338/post_augmented_crossing_audit.csv"""
result/phase_next_tierwise_expansion_20260514_125436/post_augmented_crossing_audit.csv,file,0.01,obsolete intermediate result,"rm -f ""result/phase_next_tierwise_expansion_20260514_125436/post_augmented_crossing_audit.csv"""
result/phase511_netedit_119055_20260514_003850/phase511_netedit_operator_guide.md,file,0.01,obsolete intermediate result,"rm -f ""result/phase511_netedit_119055_20260514_003850/phase511_netedit_operator_guide.md"""
result/t2_generated_crosswalks_20260513_221249/FINAL_REPORT.md,file,0.01,obsolete intermediate result,"rm -f ""result/t2_generated_crosswalks_20260513_221249/FINAL_REPORT.md"""
result/phase510_119055_insert_split_20260514_002633/FINAL_PHASE510_SUMMARY.md,file,0.01,obsolete intermediate result,"rm -f ""result/phase510_119055_insert_split_20260514_002633/FINAL_PHASE510_SUMMARY.md"""
result/phase510_119055_insert_split_20260514_002633/PHASE511_RECOVERY_PLAN.md,file,0.01,obsolete intermediate result,"rm -f ""result/phase510_119055_insert_split_20260514_002633/PHASE511_RECOVERY_PLAN.md"""
result/phase_next_multi_crosswalk_recovery_20260514_015058/candidate_72235/netconvert.log,file,0.01,obsolete intermediate result,"rm -f ""result/phase_next_multi_crosswalk_recovery_20260514_015058/candidate_72235/netconvert.log"""
result/phase_next_119055_junction_tls_pilot_20260514_010647/pilot_generation_v6.log,file,0.01,obsolete intermediate result,"rm -f ""result/phase_next_119055_junction_tls_pilot_20260514_010647/pilot_generation_v6.log"""
result/phase_next_multi_crosswalk_recovery_20260514_015058/candidate_125895/netconvert.log,file,0.01,obsolete intermediate result,"rm -f ""result/phase_next_multi_crosswalk_recovery_20260514_015058/candidate_125895/netconvert.log"""
result/phase_next_multi_crosswalk_recovery_20260514_015058/candidate_23040/netconvert.log,file,0.01,obsolete intermediate result,"rm -f ""result/phase_next_multi_crosswalk_recovery_20260514_015058/candidate_23040/netconvert.log"""
result/phase_next_multi_crosswalk_recovery_20260514_015058/candidate_6531/netconvert.log,file,0.01,obsolete intermediate result,"rm -f ""result/phase_next_multi_crosswalk_recovery_20260514_015058/candidate_6531/netconvert.log"""
result/phase_next_multi_crosswalk_recovery_20260514_015058/candidate_8568/netconvert.log,file,0.01,obsolete intermediate result,"rm -f ""result/phase_next_multi_crosswalk_recovery_20260514_015058/candidate_8568/netconvert.log"""
result/phase_next_top20_crosswalk_recovery_20260514_021229/candidate_151/netconvert.log,file,0.01,obsolete intermediate result,"rm -f ""result/phase_next_top20_crosswalk_recovery_20260514_021229/candidate_151/netconvert.log"""
result/phase_next_top20_crosswalk_recovery_20260514_021229/candidate_15197/netconvert.log,file,0.01,obsolete intermediate result,"rm -f ""result/phase_next_top20_crosswalk_recovery_20260514_021229/candidate_15197/netconvert.log"""
result/phase_next_top20_crosswalk_recovery_20260514_021229/candidate_15225/netconvert.log,file,0.01,obsolete intermediate result,"rm -f ""result/phase_next_top20_crosswalk_recovery_20260514_021229/candidate_15225/netconvert.log"""
result/phase_next_top20_crosswalk_recovery_20260514_021229/candidate_15226/netconvert.log,file,0.01,obsolete intermediate result,"rm -f ""result/phase_next_top20_crosswalk_recovery_20260514_021229/candidate_15226/netconvert.log"""
result/phase_next_top20_crosswalk_recovery_20260514_021229/candidate_167173/netconvert.log,file,0.01,obsolete intermediate result,"rm -f ""result/phase_next_top20_crosswalk_recovery_20260514_021229/candidate_167173/netconvert.log"""
result/phase_next_top20_crosswalk_recovery_20260514_021229/candidate_23039/netconvert.log,file,0.01,obsolete intermediate result,"rm -f ""result/phase_next_top20_crosswalk_recovery_20260514_021229/candidate_23039/netconvert.log"""
result/phase_next_top20_crosswalk_recovery_20260514_021229/candidate_23041/netconvert.log,file,0.01,obsolete intermediate result,"rm -f ""result/phase_next_top20_crosswalk_recovery_20260514_021229/candidate_23041/netconvert.log"""
result/phase_next_top20_crosswalk_recovery_20260514_021229/candidate_6084/netconvert.log,file,0.01,obsolete intermediate result,"rm -f ""result/phase_next_top20_crosswalk_recovery_20260514_021229/candidate_6084/netconvert.log"""
result/phase_next_top20_crosswalk_recovery_20260514_021229/candidate_6210/netconvert.log,file,0.01,obsolete intermediate result,"rm -f ""result/phase_next_top20_crosswalk_recovery_20260514_021229/candidate_6210/netconvert.log"""
result/phase_next_top20_crosswalk_recovery_20260514_021229/candidate_6425/netconvert.log,file,0.01,obsolete intermediate result,"rm -f ""result/phase_next_top20_crosswalk_recovery_20260514_021229/candidate_6425/netconvert.log"""
result/phase_next_top20_crosswalk_recovery_20260514_021229/candidate_6451/netconvert.log,file,0.01,obsolete intermediate result,"rm -f ""result/phase_next_top20_crosswalk_recovery_20260514_021229/candidate_6451/netconvert.log"""
result/phase_next_top20_crosswalk_recovery_20260514_021229/candidate_6527/netconvert.log,file,0.01,obsolete intermediate result,"rm -f ""result/phase_next_top20_crosswalk_recovery_20260514_021229/candidate_6527/netconvert.log"""
result/phase_next_top20_crosswalk_recovery_20260514_021229/candidate_6939/netconvert.log,file,0.01,obsolete intermediate result,"rm -f ""result/phase_next_top20_crosswalk_recovery_20260514_021229/candidate_6939/netconvert.log"""
result/phase_next_top20_crosswalk_recovery_20260514_021229/candidate_7358/netconvert.log,file,0.01,obsolete intermediate result,"rm -f ""result/phase_next_top20_crosswalk_recovery_20260514_021229/candidate_7358/netconvert.log"""
result/phase_next_top20_crosswalk_recovery_20260514_021229/candidate_8165/netconvert.log,file,0.01,obsolete intermediate result,"rm -f ""result/phase_next_top20_crosswalk_recovery_20260514_021229/candidate_8165/netconvert.log"""
